epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,time_min
1,0.70357831738975,0.6718871988787614,0.6707748275046034,0.622674576047322,0.7171863053266503,0.7201032302527471,1.064020486555698e-05,72.35876991351445
2,0.5335895507020708,0.7653958668435064,0.7655568859994819,0.6118472787936259,0.7340922606405573,0.7337775425470929,6.4020486555697824e-09,72.38390520413716
